name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
MarketCap,"1,283,141,611","1,180,756,702","1,083,537,270","955,591,488","905,203,584","785,527,477","721,176,107","1,279,826,375","981,406,450","768,116,103","852,816,132","846,264,224","613,359,486","537,256,877","804,980,145","57,411,346","138,151,516","232,957,038","460,248,513","592,073,199","829,642,474","786,683,230","214,922,362","179,508,006","198,396,476","344,775,000","466,488,045","567,480,290","347,489,625","423,849,625","738,582,000","393,969,333","275,780,833","274,396,108"
EnterpriseValue,"1,509,384,611","1,479,603,702","1,451,950,270","1,329,091,488","1,152,910,584","1,144,217,477","1,123,330,107","1,678,312,375","1,074,302,450","903,926,103","1,105,071,132","1,170,431,224","957,061,486","604,147,877","847,548,145","92,804,346","198,675,516","296,233,038","606,011,513","689,440,199","915,214,474","1,001,447,230","526,123,362","580,395,006","490,254,476","490,175,000","567,688,045","788,880,290","497,189,625","515,649,625","736,482,000","396,969,333","293,580,833","262,396,108"
PeRatio,"5.917","5.618","24.043","32",,"9.859","7.39","15.956","8.155","9.242","16.932","7.351","5.863","11.529",,,,"14.788","15.1","6.615","14.961",,,,"6.296","9.434","20.518","38.43","96.711","15.431","33.913","37.778","46.065","47.596"
ForwardPeRatio,,,,,,,,"13.158","12.361","9.542","13.333","10.917","9.302","9.634","30.212",,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"0.889","0.728","0.62","0.642","0.711",,,,,,,,,,,,,,,,,,,
PsRatio,"0.539","0.482","0.486","0.588","0.555","0.348","0.356","0.812","0.547","0.412","0.485","0.534","0.421","0.493","0.922","0.169","0.161","0.218","0.388","0.589","0.839","0.886","0.243","0.208","0.14","0.238","0.348","0.658","0.55","0.599","1.484","1.094","0.954","1.699"
PbRatio,"2.335","2.276","2.992","2.474","2.278","1.525","1.503","2.561","1.914","1.8","2.303","2.73","2.282","3.866","6.239","1.073","0.894","0.832","1.568","2.247","5.041","35.497","2.905","1.37","0.5","0.909","1.349","2.505","1.948","2.435","4.99","4.503","4.441","5.139"
EnterprisesValueRevenueRatio,"0.595","0.583","0.58","0.737","0.778","0.493","0.495","0.95","0.582","0.446","0.593","0.716","0.655","0.509","1.324","0.275","0.238","0.269","0.462","0.568","0.879","1.128","0.642","0.672","0.368","0.337","0.439","0.932","0.787","0.702","1.311","1.103","1.015","1.377"
EnterprisesValueEBITDARatio,"4.194","4.112","6.787","18.142","-31.118","6.105","6.79","9.646","4.517","4.093","6.93","8.227","9.974","17.291","-7.015","-1.149","-2.404","5.935","13.934","7.216","10.374","23.267","-83.234","-3.459","5.439","4.774","7.181","13.648","16.143","8.983","15.123","12.483","16.22","18.479"
