name,ttm
MarketCap,"2,483,198,308"
EnterpriseValue,"4,294,171,308"
PeRatio,"20.538"
ForwardPeRatio,"15.361"
PsRatio,"1.324"
PbRatio,"8.939"
EnterprisesValueRevenueRatio,"2.289"
EnterprisesValueEBITDARatio,"11.895"
