name,ttm,04/30/2024,04/30/2023,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011,04/30/2010,04/30/2009,04/30/2008,04/30/2007,04/30/2006,04/30/2005,04/30/2004,04/30/2003,04/30/2002,04/30/2001,04/30/2000,04/30/1999,04/30/1998,04/30/1997,04/30/1996,04/30/1995,04/30/1994,04/30/1993,04/30/1992,04/30/1991,04/30/1990,04/30/1989,04/30/1988,04/30/1987
MarketCap,"1,188,669,604","1,441,370,873","840,415,103","776,333,500","1,671,037,505","870,193,267","1,515,232,908","1,438,822,388","1,491,778,237","1,185,519,147","815,239,319","464,443,702","498,779,817","258,395,150","290,032,730","328,288,226","291,267,050","267,015,972","515,575,051","554,717,320","522,097,036","528,276,762","387,440,699","558,822,269","222,902,175","161,217,853","304,771,197","235,976,801","97,506,254","36,624,912","42,481,926","42,361,875","29,086,823","29,086,823","29,086,823","54,734,545","89,515,909","63,329,007","105,221,370"
EnterpriseValue,"1,654,078,604","1,854,471,873","1,343,395,103","1,406,058,500","2,225,219,505","1,520,146,267","2,182,841,908","2,187,647,388","1,297,852,237","1,023,048,147","674,927,319","363,137,702","457,240,817","216,440,150","263,226,730","301,530,226","235,780,050","236,990,972","485,212,051","551,601,320","522,811,036","517,860,762","391,876,699","563,355,269","240,125,175","179,878,853","304,015,197","222,769,801","93,033,254","45,024,912","59,481,926","66,561,875","60,486,823","68,086,823","60,286,823","85,634,545","123,015,909","81,429,007","123,321,370"
PeRatio,"11.785","12.683","10.749",,"24.558","10.386","19.423","22.038","22.469","21.113","26.968","23.085",,,,,,"65.069","16.917","21.457","14.673","16.895","12.326","17.732","11.791","10.114","17.661","18.333","9.216","9.439","8.037","25.568",,,,"90.909","13.328","10.615","15.018"
ForwardPeRatio,"10.01","10.571","9.551","5.698","13.831","9.542","12.107","11.198","19.268","17.182","19.57","14.993","35.971","208.333",,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"2.447","1.875","4.494","26.09",,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.698","0.809","0.403","0.428","1.014","0.525","0.957","1.225","1.489","1.309","1","0.656","0.827","0.501","0.658","0.804","0.533","0.455","0.725","0.701","0.715","0.802","0.715","1.142","0.539","0.43","0.947","0.989","0.446","0.186","0.232","0.257","0.192","0.208","0.197","0.354","0.589","0.505","0.882"
PbRatio,"1.299","1.607","0.997","1.034","2.189","1.262","2.492","2.557","4.548","4.259","3.603","2.573","3.551","1.987","1.83","1.873","1.43","1.244","2.28","2.473","2.405","2.735","2.42","3.849","2.035","1.801","3.891","3.99","2.106","1.023","1.388","1.681","1.202","1.178","1.013","1.749","2.696","2.278","3.785"
EnterprisesValueRevenueRatio,"0.926","0.989","0.644","0.769","1.333","0.917","1.328","1.983","1.282","1.121","0.836","0.512","0.768","0.42","0.597","0.742","0.432","0.393","0.638","0.666","0.697","0.776","0.696","1.129","0.576","0.475","0.93","0.922","0.424","0.23","0.308","0.391","0.362","0.496","0.402","0.556","0.81","0.65","1.065"
EnterprisesValueEBITDARatio,"8.054","7.306","6.324","21.396","10.067","5.77","9.053","17.544","10.611","9.772","11.07","7.536","27.875","-23.089","-98.036","-54.408","7.948","5.987","5.687","6.8","5.766","6.465","4.78","7.268","4.618","4.525","8.085","7.659","3.66","3.002","3.361","5.593","7.116","42.554","13.397","8.564","3.705","3.407","7.047"
