name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013
MarketCap,"5,592,828,980","9,904,894,145","10,948,052,375","9,128,633,600","9,818,328,920","6,303,300,683","6,899,164,260","3,586,417,705","2,187,962,416","1,921,716,598","1,811,779,331","1,985,023,043","1,996,961,410"
EnterpriseValue,"7,344,211,980","11,428,521,145","12,318,407,375","10,117,784,600","10,663,831,920","7,066,873,683","6,710,873,260","3,474,822,705","2,124,513,416","1,891,032,598","1,781,095,331","1,998,973,043","2,024,216,410"
PeRatio,"21.05","37.002","47.964","35.118","89.658","41.321","54.268","42.438","34.353","39.144","46.278","34.575",
ForwardPeRatio,"17.825","27.548","35.336","27.322","43.86","30.96","39.526","25.773","24.631","26.738","30.303","44.444","60.976"
PegRatio,"0.881","1.102","1.928","0.867","1.984","1.363","1.563",,,,,,
PsRatio,"1.468","2.991","3.733","3.406","5.497","3.613","4.747","3.098","2.335","2.508","2.884","3.962","5.965"
PbRatio,"3.461","7.188","9.243","8.835","13.114","9.767","13.139","9.405","7.866","9.641","13.059","22.282","40.424"
EnterprisesValueRevenueRatio,"1.921","3.417","4.176","3.733","5.955","4.01","4.591","2.992","2.263","2.458","2.834","4.022","5.455"
EnterprisesValueEBITDARatio,"14.557","24.553","30.357","22.843","54.602","29.351","31.435","21.17","16.596","19.056","22.089","33.849","60.146"
