name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"2,780,859,505","2,059,829,327","3,046,979,607","2,436,465,481","1,087,805,030","373,692,709","1,038,473,301","3,957,831,926","2,622,144,619","1,999,266,302","1,670,944,266"
EnterpriseValue,"2,652,859,505","1,614,829,327","2,404,979,607","1,719,465,481","441,805,030","-357,307,291","466,473,301","3,621,831,926","2,582,144,619","2,136,266,302","1,663,944,266"
PeRatio,"2,104",,"87","17.25",,"1.793","9.643","14.472",,"7.351","3.618"
ForwardPeRatio,,,,,,,"10.707","14.859","10.549","10.493",
PsRatio,"2.73","2.087","3.799","3.543","1.89","0.442","0.979","3.781","2.512","1.899","1.363"
PbRatio,"47.443",,"13.077","15.052","13.435","1.508","20.487",,,,
EnterprisesValueRevenueRatio,"2.427","1.477","2.669","2.174","0.683","-0.455","0.464","3.314","2.441","2.107","1.492"
EnterprisesValueEBITDARatio,"40.195","24.467","-53.444","7.225","-3.592","-1.554","1.449","19.368","16.552","5.789","2.83"
