name,ttm,06/30/2023,06/30/2022
MarketCap,"2,000,282,045","2,019,492,286","1,814,698,480"
EnterpriseValue,"4,349,587,045","3,372,061,286","3,110,232,480"
PeRatio,"63.619"
ForwardPeRatio,"27.248","21.978",
PsRatio,"2.114","1.757","2.18"
PbRatio,,"22.834",
EnterprisesValueRevenueRatio,"3.997","3.185","3.411"
EnterprisesValueEBITDARatio,"18.013","15.464","18.211"
