name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2010,12/31/2009,12/31/2008
MarketCap,"21,626,470,350","12,630,922,144","7,930,469,912","5,578,961,261","3,604,789,782","332,667,491","177,420,471","239,815,238","94,732,804","74,457,937","10,089,515","6,860,870","3,732,739","7,770,000","60,719,999","6,215,860"
EnterpriseValue,"21,697,164,350","12,696,726,144","8,164,210,912","5,518,755,365","3,562,694,600","312,294,931","175,606,362","223,896,661","91,467,103","81,836,033","17,430,534","14,201,889","11,073,758","8,449,335","66,961,941","9,832,797"
PeRatio,"120.649","113.583",,"677.903","838.5","28.412",,,,,,,,,,
ForwardPeRatio,"81.967","55.249","99.01","217.391","384.615",,,,,,,,,,,
PsRatio,"16.702","11.129","14.189","23.565","30.728","4.361","3.589","6.731","4.543","3.689","1.313","0.893","0.53","0.885","6.577","2.087"
PbRatio,"81.906","59.204","133.674","28.298","36.648","5.257","19.335","11.167","13.637",,,,,,,
EnterprisesValueRevenueRatio,"16.462","9.633","12.491","17.56","27.253","4.156","3.338","6.191","4.019","4.753","1.193","1.338","1.441","1.016","11.412","3.797"
EnterprisesValueEBITDARatio,"80.481","47.096","-52.374","-1,980.178","314.587","25.477","-16.044","-27.78","-32.413","-45.606","-11.677","-10.286","-4.392","-0.444","-9.071","-2.011"
