name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"705,579,482","601,645,597","608,367,501","187,901,104","383,888,195","275,240,630","1,239,011,161","975,429,772","613,883,514","343,745,196"
EnterpriseValue,"537,346,482","495,370,597","524,964,501","90,579,104","197,690,195","99,528,630","1,037,748,161","809,767,772","444,961,514","277,861,196"
PsRatio,"5.403","6.022","116.742","3.21","21.485","15.215","102.586","330.114","758.782","2,052.334"
PbRatio,"17.804",,,"6.284","3.547","2.398","11.622","5.889","4.066",
EnterprisesValueRevenueRatio,"4.742","4.372","143.865","2.211","9.847","6.227","71.996","208.006","407.474","1,828.034"
EnterprisesValueEBITDARatio,"-9.14","-8.426","-3.44","-0.773","-1.379","-0.5","-6.741","-8.079","-8.1","-14.856"
