name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"3,026,723,682","2,351,728,743","1,765,018,960","1,746,582,015","1,577,435,710","2,805,443,785","2,244,222,515","2,788,345,000","3,908,610,618","3,123,231,727","4,497,921,004","3,971,411,117","3,308,600,593","3,666,954,629","4,489,140,944","3,377,209,693","2,236,150,141","2,633,539,621","2,610,579,701","2,422,872,608","1,369,350,045","669,011,923","383,286,508","384,452,846"
EnterpriseValue,"6,445,435,682","5,750,088,743","4,829,826,960","5,142,996,015","5,123,953,710","6,157,471,785","5,606,995,515","6,405,336,000","7,035,997,618","6,205,133,727","7,269,794,004","6,469,796,117","5,655,481,593","6,133,395,629","6,445,099,944","5,164,966,693","4,085,623,141","3,989,990,621","3,722,892,701","3,556,667,608","1,738,364,045","1,007,458,923","459,411,508","402,778,846"
PeRatio,"33.222","35.923","43.243",,,"27.5",,"88.088","22.74","12.415",,"69.849",,"18.102","21.781","16.164","9.73","19.453","21.533","16.751","18.867","16.48","14.596","22.005"
ForwardPeRatio,,,,"12.034","12.987","17.241","19.38","26.11","23.474","17.422","19.305","33.223","38.76","17.668","21.186",,,,,,,,,
PegRatio,,,,,,,,,,,"1.244","0.885","8.63","7.852","6.157",,,,,,,,,
PsRatio,"1.71","1.308","1.055","1.095","1.05","1.454","1.177","1.39","2.219","1.357","1.415","1.083","0.52","0.627","1.02","0.876","0.452","1.785","2.32","5.593","6.202","5.954","6.452","7.78"
PbRatio,"2.893","2.268","1.139","1.094","0.836","1.195","0.772","1.153","2.663","1.888","2.543","1.675","1.286","1.596","1.661","1.359","1.013","1.32","1.384","1.263","3.124","1.527","1.304","1.319"
EnterprisesValueRevenueRatio,"3.944","3.519","2.869","3.178","3.458","4.11","3.688","4.433","4.005","2.977","2.364","1.868","0.951","0.98","1.464","1.34","0.846","2.705","3.274","5.393","7.873","5.552","3.878","4.076"
EnterprisesValueEBITDARatio,"8.304","7.408","6.957","9.695","16.121","9.107","8.777","11.547","12.219","10.326","13.243","46.637","47.273","12.593","13.35","12.325","9.165","13.001","11.949","16.14","13.252","9.217","6.236","6.715"
