name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"2,854,469,147","2,523,159,998","1,866,487,799","1,935,784,049","1,405,579,036","1,728,645,389","1,218,997,326","978,726,315","1,046,460,016","676,779,840","796,247,710","686,030,446","458,472,546","489,804,057","503,277,926","516,666,238","365,547,865","367,066,220","201,460,585"
EnterpriseValue,"3,490,780,147","3,262,678,998","2,785,190,799","2,330,583,049","1,927,177,036","2,121,992,389","1,445,697,326","1,202,321,315","1,318,007,016","1,003,212,840","903,954,710","744,088,446","548,747,546","537,794,057","584,976,926","659,313,238","444,011,865","411,412,220","225,532,585"
PeRatio,"35.062","36.637","28.059","27.202","23.156","25.881","17.846","20.916","24","18.815","21.124","17.015","12.272","14.838","18.638","19.143","13.069","9.287","53.03"
ForwardPeRatio,"22.573","19.802","16.584","19.231","17.606","19.96","15.798","16.611","17.483",,,"11.038","9.681","12.24","15.291",,,,
PegRatio,"1.881",,,,,"1.996","1.58","1.661","1.747",,,"0.764","0.67","0.894","1.042",,,,
PsRatio,"1.476","1.3","1.116","1.225","0.969","1.211","0.974","0.847","0.909","0.623","0.824","0.73","0.499","0.6","0.66","0.632","0.538","0.517","0.555"
PbRatio,"3.111","2.824","2.233","2.449","1.934","2.522","1.873","1.675","1.907","1.308","1.629","1.469","1.069","1.279","1.427","1.627","1.801","2.227","2.101"
EnterprisesValueRevenueRatio,"1.778","1.662","1.565","1.501","1.279","1.435","1.081","0.978","1.112","0.886","0.861","0.784","0.586","0.64","0.765","0.978","0.637","0.566","0.681"
EnterprisesValueEBITDARatio,"17.723","16.565","17.72","16.407","15.779","16.44","12.175","10.82","11.654","9.369","9.803","8.714","6.115","6.78","8.335","10.872","6.564","5.354","8.518"
