name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"3,229,356,393","3,166,363,289","2,909,627,489","4,878,596,132","3,613,065,038","3,567,565,239","2,263,621,892","3,497,706,700","2,506,030,999","1,452,413,945","955,946,755","849,956,416","510,571,389","440,517,033","567,380,838","469,666,392","224,997,796"
EnterpriseValue,"3,392,456,393","3,285,463,289","3,836,827,489","5,473,596,132","4,160,665,038","4,288,765,239","2,711,321,892","3,863,306,700","2,763,730,999","1,647,513,945","1,059,946,755","922,856,416","602,671,389","554,717,033","699,080,838","587,066,392","366,397,796"
PeRatio,"25.269","23.849","23.539","42.071","30.285","27.817","28.496","40.291","39.068","29.661","32.86","22.053","14.103","11.301","15.485","14.791","5.138"
ForwardPeRatio,"20.833","20.325","16.695","29.155","24.213","20.202","15.974","29.155","30.03","22.989","18.248","16.26","10.799","10.32","14.265",,"7.782"
PegRatio,,"1.288","0.763","1.679","2.189","1.615","1.065","1.458","1.67",,"2.173","1.354","0.9","0.938","1.188",,"0.519"
PsRatio,"1.959","1.427","1.42","2.723","1.992","1.864","1.245","2.223","1.97","1.421","1.004","0.924","0.571","0.463","0.665","0.578","0.221"
PbRatio,"2.169","2.302","3.603","6.897","5.909","6.812","5.235","8.131","14.82","11.934","6.297","7.173","4.835","4.169","6.101","7.6",
EnterprisesValueRevenueRatio,"2.038","1.974","2.413","3.907","2.408","2.204","1.412","2.363","2.046","1.488","1.077","0.988","0.657","0.58","0.794","0.698","0.356"
EnterprisesValueEBITDARatio,"12.625","12.227","18.056","26.99","17.996","17.066","13.516","19.561","19.477","13.891","13.659","11.478","7.09","7.121","7.768","7.311","3.825"
