name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,063,527,010","788,537,176","841,923,779","2,829,715,406"
EnterpriseValue,"3,295,881,010","3,105,564,176","3,162,312,779","4,801,356,406"
ForwardPeRatio,"5.483","5.362","18.622","34.602"
PsRatio,"0.63","0.498","0.566","1.905"
PbRatio,"1.213","0.899","1.113","1.146"
EnterprisesValueRevenueRatio,"1.94","1.978","2.131","3.232"
EnterprisesValueEBITDARatio,"7.834","7.747","-2.079","30.851"
