name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,929,194,545","3,642,521,271","3,330,576,977","9,295,555,004"
EnterpriseValue,"839,774,545","2,363,835,271","1,697,804,977","7,642,534,004"
PeRatio,"192",,,
PsRatio,"4.094","4.934","4.756","20.597"
PbRatio,"1.761","2.804","2.187","5.908"
EnterprisesValueRevenueRatio,"1.714","3.106","2.426","16.985"
EnterprisesValueEBITDARatio,,"-8.682","-8.244","-48.226"
