name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"24,616,883,108","21,558,453,696","16,101,562,761","26,891,300,360","16,019,744,918","15,273,826,541","10,348,741,846","8,803,472,849","5,411,422,737","4,975,012,395","5,253,171,031","3,943,426,847","1,776,844,967","1,574,560,542","2,003,283,346","737,890,415","450,191,161","1,087,446,432","1,466,700,144"
EnterpriseValue,"26,822,941,108","24,030,666,696","18,721,106,761","29,554,899,360","19,877,566,918","17,452,705,541","11,262,253,846","9,314,594,849","6,402,920,737","5,949,723,395","5,970,027,031","4,445,300,847","2,515,794,967","2,516,489,542","2,842,389,346","1,241,004,415","1,136,244,161","1,571,061,432","1,336,143,144"
PeRatio,"77.854","62.4","90.571",,,"2,382.333",,"851.4",,,"652.75",,,,,,,,
ForwardPeRatio,"66.667","47.619","63.291","138.889",,"120.482","153.846","322.581","188.679","90.909","129.87","333.333",,,,,,,
PegRatio,"2.058","0.88",,,,,,,,,"7.253","18.388",,,,,,,
PsRatio,"1.083","1.007","1.086","6.774","3.444","1.331","0.913","0.914","0.647","0.696","0.758","0.611","0.299","0.275","0.371","0.168","0.105","0.237","0.432"
PbRatio,"31.007","98.476",,,,"11.865","7.855","6.423","4.238","3.737","3.491","2.647","1.311","0.997","1.468","1.131","0.723","1.254","2.183"
EnterprisesValueRevenueRatio,"1.179","1.056","1.122","4.715","10.68","1.511","1.044","0.962","0.818","0.821","0.869","0.686","0.432","0.467","0.561","0.297","0.278","0.418","0.406"
EnterprisesValueEBITDARatio,"15.227","13.642","15.172","337.963","-17.363","22.187","17.1","19.793","13.525","11.747","15.936","9.35","5.974","6.861","11.391","10.85","-8.15","11.241","10.436"
