name,ttm,10/31/2023,10/31/2022,10/31/2021,10/31/2020
MarketCap,"780,733,135","665,554,281","1,175,308,576","1,340,874,120","914,738,661"
EnterpriseValue,"990,533,135","912,354,281","1,361,308,576","1,442,074,120","1,058,932,661"
PeRatio,,,"48.941","28.651","26.954"
ForwardPeRatio,"38.023",,"19.802","20.408",
PsRatio,"0.817","0.713","1.167","1.556","1.031"
PbRatio,"1.55","1.332","2.162","2.663","2.458"
EnterprisesValueRevenueRatio,"1.038","0.956","1.302","1.617","1.228"
EnterprisesValueEBITDARatio,"22.771","20.974","-1,512.565","16.005","15.436"
