name,ttm,12/31/2023
MarketCap,"11,505,265,669","7,186,437,285"
EnterpriseValue,"10,720,982,669","6,517,487,285"
ForwardPeRatio,"75.758","66.225"
PsRatio,"12.938","11.182"
PbRatio,"11.338","7.959"
EnterprisesValueRevenueRatio,"12.338","10.156"
EnterprisesValueEBITDARatio,,"-22.214"
