name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"1,835,002,891","1,583,078,156","864,552,226","1,026,690,647","236,797,230","681,028,269","846,849,550","2,573,057,837","3,420,858,526","1,708,325,920","1,487,155,068","3,950,571,619","2,329,901,486","2,787,500,000"
EnterpriseValue,"3,572,365,891","3,034,114,156","1,996,195,226","2,342,640,647","1,439,013,230","1,648,722,269","1,759,633,550","3,993,207,837","4,743,730,526","3,047,488,920","3,007,753,068","4,736,896,619","3,513,437,486","3,634,251,000"
PeRatio,"1.496","1.491","1.128",,,"14.35","1.472","21.22",,,"10.895","60.196","37.833","20.043"
ForwardPeRatio,"5.263","3.698","1.648","2.443","2.354","3.271","5.656","13.532","23.866","86.957","22.026","28.09","25.51",
PegRatio,,,,,"0.036","0.523","0.504","0.424","0.325",,"0.775",,,
PsRatio,"0.672","0.541","0.434","0.704","0.324","0.794","0.751","3.366","5.769","2.02","2.09","5.425","3.958","6.11"
PbRatio,"0.659","0.909","0.861","4.582","1.673","0.631","0.834","7.432","18.284","1.569","1.098","3.305","2.801","6.494"
EnterprisesValueRevenueRatio,"2.308","1.961","1.039","1.68","2.125","1.969","1.591","4.857","7.941","5.024","3.789","7.12","6.017","7.177"
EnterprisesValueEBITDARatio,"3.199","2.717","1.869","4.953","-2.632","-261.619","2.954","5.026","-206.034","-1.516","3.793","9.091","8.384","9.359"
