name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"3,432,793,330","3,374,623,062","1,781,081,123","1,637,167,740","2,645,349,724","1,556,681,373","1,450,887,228","1,271,876,865","2,207,120,742","1,652,565,383","626,774,959","303,513,616","239,435,534","843,859,971","1,096,054,490"
EnterpriseValue,"3,904,860,330","5,134,876,062","3,430,412,123","2,722,291,740","4,255,095,724","3,202,142,373","2,334,818,228","2,317,550,865","3,261,529,742","2,482,349,383","1,769,011,959","1,445,750,616","1,509,122,534","2,113,546,971","2,457,264,490"
PeRatio,"3.845",,,"2.492",,,"24.342","4.877","8.903",,,,,"43.59",
ForwardPeRatio,"5.348","19.802","89.286","84.034","8.361","153.846","24.691","8.326","7.686",,,,,,
PsRatio,"2.679","5.697","3.948","1.178","3.347","2.543","2.567","1.652","2.688","1.882","0.905",,,"1.619","2.779"
PbRatio,"1.406","1.768","0.885","0.671","1.25","0.669","0.785","0.684","1.213","1.039","0.418",,,"0.788","1.096"
EnterprisesValueRevenueRatio,"3.156","6.008","8.172","2.249","4.652","5.337","4.548","3.387","3.853","5.237","5.807","4.506","3.826","4.025","5.327"
EnterprisesValueEBITDARatio,"3.096","9.965","51.875","3.17","8.133","15.052","9.802","5.388","5.856","14.692","22.438","22","-59.135","8.07","12.625"
