name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"948,522,787","681,899,241","878,808,341","1,800,495,886","378,647,298","169,680,600"
EnterpriseValue,"467,055,787","155,501,241","561,379,341","1,574,045,886","244,561,298","75,744,600"
PeRatio,"1,839"
PsRatio,"33.038","23.59","58.034","119.203","27.893","17.628"
PbRatio,"2.557","1.64","3.055","10.54","3.456","1.78"
EnterprisesValueRevenueRatio,"17.314","5.764","38.815","134.568","23.538","5.488"
EnterprisesValueEBITDARatio,"-2.757","-0.918","-5.236","-24.56","-4.891","-2.533"
