name,ttm,01/31/2023,01/31/2022,01/31/2021
MarketCap,"5,205,427,156","4,481,498,682","3,387,388,426","1,933,148,957"
EnterpriseValue,"6,729,917,156","6,031,490,682","4,847,779,426","3,741,339,957"
PeRatio,"10.867","8.217","5.966","9.246"
ForwardPeRatio,"9.363","8.21","6.711","8.591"
PegRatio,"0.669","0.587","0.479",
PsRatio,"0.903","0.781","0.564","0.347"
PbRatio,"2.903","2.875","2.462","1.98"
EnterprisesValueRevenueRatio,"1.101","0.943","0.716","0.658"
EnterprisesValueEBITDARatio,"8.298","6.208","4.782","7.044"
