name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,160,491,836","1,532,687,800","2,039,881,200","4,622,267,893"
EnterpriseValue,"4,979,509,836","5,243,312,800","5,274,177,200","6,643,905,893"
PeRatio,,,,"47.307"
PsRatio,"0.55","0.724","1.102","3.014"
PbRatio,"10.565","5.996","1.601","3.768"
EnterprisesValueRevenueRatio,"2.343","2.467","2.689","4.206"
EnterprisesValueEBITDARatio,"-4.987","-5.251","20.876","11.232"
