name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
MarketCap,"24,334,223,405","16,630,690,019","17,444,428,862","18,953,001,488","16,357,187,732","17,383,688,382","24,817,436,734","17,053,962,094","11,300,073,237","20,074,486,364","24,655,712,836","24,879,825,181","25,355,025,272","33,219,542,763","161,584,164,892","23,047,544,716","45,451,014,729","25,660,087,460","15,862,166,290","14,340,203,231","10,966,595,566","8,085,574,299","8,876,217,500","6,006,111,867","12,852,417,060","6,390,396,112"
EnterpriseValue,"30,244,211,646","23,516,311,808","21,689,759,135","24,890,226,949","24,855,740,538","26,718,007,670","37,898,156,448","28,502,073,883","27,081,391,546","40,431,592,922","42,506,422,670","41,956,567,819","41,814,676,394","44,814,123,916","164,727,033,476","27,265,973,817","48,184,378,734","26,781,004,843","15,498,582,291","14,130,203,231","12,514,595,566","10,929,132,298","12,679,495,508","9,537,035,532","16,794,017,056","6,390,396,112"
PeRatio,"18.866","4.173","3.661","22.269","20.197","6.432","11.364","15.154",,"21.005","15.197","11.171","8.931","8.962","14.77","6.536","12.02","6.359","3.817","3.908","6.609","8.825","11.658","6.46","9.787",
ForwardPeRatio,,"6.254","4.699","11.737","8.85","7.669","15.361","11.862","8.905","4.314","12.484","4.029","7.294","8.643",,,,,,,,,,,,
PegRatio,,,,,,,"1.929","3.399","0.617","0.267","0.814","0.35","1.094","0.691",,,,,,,,,,,,
PsRatio,"0.415","0.25","0.303","0.368","0.288","0.31","0.447","0.388","0.22","0.344","0.422","0.432","0.371","0.618","6.987","0.686","1.353","0.794","0.625","0.622","0.742","0.672","0.751","0.701","1.198",
PbRatio,"0.591","0.383","0.427","0.465","0.42","0.44","0.612","0.487","0.325","0.539","0.629","0.697","0.777","1.074","6.085","1.049","1.737","1.202","0.925","0.923","1.009","0.849","1.145","0.838","1.607",
EnterprisesValueRevenueRatio,"0","0","0","0","0","0","0.001","0.001","0","0.001","0.001","0.001","0.001","0.001","0.004","0.001","0.002","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0"
EnterprisesValueEBITDARatio,"0.003","0.003","0.002","0.004","0.003","0.004","0.005","0.005","0.007","0.007","0.008","0.006","0.005","0.005","0.024","0.003","0.007","0.005","0.002","0.002","0.002","0.003","0.004","0.003","0.005","0.002"
