name,ttm,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003
MarketCap,"13,871,740","11,305,288","21,524,262","43,842,553","12,117,419","17,483,485","17,256,412","20,923,710","39,869,960","61,424,211","101,213,434","77,450,939","41,568,007","57,372,559","30,830,815","20,449,679","75,271,398","45,000,755","17,556,076","15,660,254","54,280,777","27,401,445"
EnterpriseValue,"3,567,679","-11,656,603","-3,901,094","36,957,914","3,749,195","11,612,353","2,514,757","-855,513","18,169,164","47,265,090","83,832,975","72,498,312","32,987,498","48,231,947","26,388,293","16,975,349","64,514,536","35,185,501","10,089,369","-631,447","33,725,330","25,074,477"
PsRatio,"737.73",,,,"400.639","110.989","129.509","191.856","343.955","269.314","304.377","31.292","205.983","283.375","139.458","70.274","138.445","83.142","31.006","7.605","21.321","19.476"
PbRatio,"0.985","0.61","0.867","1.749","2.674","2.457","1.138","0.962","1.559","2.231","5.94","10.08","8.452","7.098","5.898","8.039","7.957","6.477","2.709","1.052","2.018","2.578"
EnterprisesValueRevenueRatio,"-1,180.244",,,,,"106.989","12.5","-6.462","127.363","267.273","230.453","480.545","176.721","308.912","122.732","39.644","131.364","69.393","13.232","-0.711","14.618","13.845"
EnterprisesValueEBITDARatio,"-0.25","0.818","0.259","-2.52","-0.281","-0.933","-0.321","0.129","-2.183","-4.581","-6.314","-9.359","-6.334","-7.541","-5.417","-2.057","-5.087","-3.219","-0.832","0.041","-4.379","-9.607"
