name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"887,262,935","1,034,265,255","513,207,664","1,553,875,963","1,472,570,556","661,988,873","406,441,333","454,725,153"
EnterpriseValue,"607,402,935","748,954,255","212,427,664","1,167,340,963","1,330,384,556","556,301,873","362,604,333","445,363,153"
PsRatio,"7.234","8.853","4.699","15.09","17.962","10.803","12.164","13.542"
PbRatio,"2.557","2.927","1.385","3.422","7.073","4.876","8.589","70.358"
EnterprisesValueRevenueRatio,"5.014","6.183","2.024","11.082","16.639","9.805","9.636","19.47"
EnterprisesValueEBITDARatio,"-15.267","-18.825","-3.204","-21.928","-48.782","-14.415","-12.008","-17.407"
