name,ttm,12/31/2022,12/31/2021
MarketCap,"3,945,858,939","4,967,896,630","3,131,576,333"
EnterpriseValue,"7,776,072,842","7,869,212,917","4,673,957,729"
PeRatio,"27.143",,"8.84"
ForwardPeRatio,"21.142","15.798","21.097"
PsRatio,"0.29","0.78","0.433"
PbRatio,"4.154","7.267","7.405"
EnterprisesValueRevenueRatio,"0.117","0.144","0.112"
EnterprisesValueEBITDARatio,"1.673","2.11","1.387"
