name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"97,229,133,848","98,569,667,221","91,018,473,558","92,279,021,041","82,979,116,701","79,040,144,470","58,083,524,195","63,959,831,994","68,463,770,971","70,848,686,625","60,431,759,288","60,200,499,768","45,255,683,765","66,005,730,908","55,081,576,958","47,157,300,000","39,446,085,806","50,032,084,047","58,404,223,426","47,040,540,868","60,727,694,185","55,480,814,135","67,372,991,830","59,042,050,000"
EnterpriseValue,"115,364,133,848","117,411,667,221","111,028,473,558","109,341,021,041","100,818,116,701","97,452,144,470","76,774,524,195","81,748,831,994","83,883,770,971","85,168,686,625","76,606,759,288","76,427,499,768","60,205,683,765","92,907,730,908","81,324,576,958","64,046,300,000","58,453,085,806","70,474,084,047","68,542,223,426","58,112,540,868","72,963,694,185","68,428,814,135","81,600,991,830","74,887,050,000"
PeRatio,"19.948","21.686","29.622","21.118","27.58","20.325","17.871","29.722","77.772","8.69","33.949","22.922","29.597","20.415","21.882","13.389","22.008","20.142","18.497","17.073","22.974","16.03","19.862","29.085"
ForwardPeRatio,"20.45","20.325","21.739","21.368","20.79","20.79",,"18.215","21.097","21.645","19.084","19.724","14.085","14.793","13.55",,,,,,,,,
PegRatio,"2.477","1.908","3.127","3.536","3.106","3.413",,"1.694","1.774","2.065","2.613","2.02","1.055","1.602","1.4",,,,,,,,,
PsRatio,"2.747","2.808","3.049","3.322","3.226","3.13","2.292","2.567","2.653","2.391","1.796","1.791","1.3","1.235","1.101","1","0.961","1.401","1.724","1.444","1.903","1.797","2.268","1.616"
PbRatio,"3.432","3.423","3.417","3.332","3.08","2.949","2.282","2.447","2.463","2.372","1.959","1.861","1.399","1.8","1.533","1.816","1.777","1.833","1.921","1.58","2.03","1.945","2.608","2.515"
EnterprisesValueRevenueRatio,"3.203","3.26","3.525","3.807","3.793","3.767","2.96","3.157","3.236","2.874","2.237","2.165","1.719","2.594","2.583","1.653","1.444","1.95","2.061","1.704","2.268","2.244","2.79","2.562"
EnterprisesValueEBITDARatio,"15.09","15.358","23.311","18.7","20.483","19.577","18.657","18.854","30.044","9.073","17.446","17.037","14.014","19.568","21.944","10.436","12.724","14.525","13.586","10.326","13.288","10.255","12.221","11.475"
