name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"5,330,319,278","1,846,775,120","454,961,266","1,466,828,187"
EnterpriseValue,"4,907,119,278","1,404,075,120","-122,238,734","692,028,187"
PeRatio,"6.953",,"4.349",
PbRatio,"13.165","5.117","0.811","1.989"
EnterprisesValueEBITDARatio,"-0.386","-3.203","0.368","-2.887"
