name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"1,675,428,050","1,439,583,823","1,334,451,525","1,751,546,459","1,402,742,066","1,250,961,955","1,047,789,602","1,047,619,461"
PeRatio,"6.577","7.37",,"4.432","50.66","28.861","5.975",
PsRatio,"6.525","7.624",,"4.671","68.378","36.616","6.194",
PbRatio,"1.007","0.933","0.966","1.148","1.18","1.115","0.979",
EnterprisesValueRevenueRatio,"6.525","7.624",,"4.978","68.776","30.87","7.063",
