name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"2,648,625,924","3,241,500,979","1,905,661,128","2,615,477,040","2,459,147,674","2,479,389,850","2,869,069,396","3,478,057,057","2,991,581,348","1,916,212,492","3,451,387,145","4,079,298,089","440,718,334"
EnterpriseValue,"2,289,528,924","2,901,189,979","1,609,136,128","2,251,913,040","2,078,051,674","2,340,642,850","2,031,572,396","2,919,888,057","2,559,286,348","1,547,273,492","3,087,293,145","3,948,564,089","309,984,334"
PeRatio,"28.733","37.571","53.608","72.48",,"52.773","18.711","182.435",,"99.31","2,736.5",,
ForwardPeRatio,,"15.974","12.97","17.575","27.701","26.316","47.393","84.746","158.73","95.238","85.47","238.095",
PegRatio,"0.401",,,,,,"7.881","12.11",,,"5.71","15.851",
PsRatio,"2.135","2.647","1.76","2.847","2.62","2.861","3.427","4.295","4.33","4.27","12.093","21.764","7.42"
PbRatio,"3.534","4.383","2.721","3.345","3.015","3.529","2.54","3.797","3.956","3.142","7.41","24.878","7.226"
EnterprisesValueRevenueRatio,"1.712","2.17","1.348","2.182","2.381","2.308","2.155","3.432","3.574","2.815","8.177","16.948","2.253"
EnterprisesValueEBITDARatio,"15.334","19.431","11.831","17.792","132.563","27.58","29.57","50.859","69.582","186.869","107.763","1,194.002","-30.154"
