name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"4,749,874,584","3,810,424,938","1,860,687,538","442,404,578","351,691,061","770,068,784","707,394,496"
EnterpriseValue,"5,209,875,584","4,279,024,938","1,914,322,538","470,124,578","415,203,061","845,163,784","689,240,496"
PeRatio,"49.386","51.507",,,,,
ForwardPeRatio,"36.364",,,,,"42.919",
PsRatio,"4.763","4.164","2.75","1.223","0.817","1.456","0.643"
PbRatio,"4.571","3.69","2.2","0.603","0.413","0.716","0.75"
EnterprisesValueRevenueRatio,"5.158","4.237","2.956","1.267","1.046","1.737","1.695"
EnterprisesValueEBITDARatio,"16.478","13.534","19.454","-13.44","-4.132","-114.49","-9.606"
