name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"20,629,648,994","20,348,610,160","20,491,979,394","12,310,332,526","9,618,129,552","13,290,134,152","12,747,932,028","18,546,720,788","21,178,828,059","14,120,049,723","17,887,030,419","25,887,070,856","24,324,419,437","21,836,250,692","28,810,737,077","25,405,057,590","12,383,831,346","26,402,706,202","29,448,491,224","13,517,146,703","5,772,825,098","3,867,455,045","2,230,866,918"
EnterpriseValue,"17,767,951,994","17,729,740,160","20,053,734,394","12,072,488,526","8,965,653,552","12,592,712,152","12,451,429,028","17,795,741,788","19,625,584,059","12,282,422,723","16,581,879,419","25,080,016,856","24,574,172,437","21,608,676,692","28,535,148,077","24,707,745,590","14,906,216,346","29,372,924,202","28,893,967,224","13,831,119,703","6,600,922,098","4,315,006,045","2,642,225,918"
PeRatio,"8.267","5.717","9.821","14.69",,"16.356","37.963","59",,"66.111","11.619","16.96","14.564","17.538","25.779","21.325","7.226","13.721","16.855","9.957","7.409","18.511","14.785"
ForwardPeRatio,"9.728","8.006","14.164","16.475",,"14.903","15.385","35.461","131.579","41.841","21.882","19.763","14.265","12.87","16.155",,,,,,,,
PegRatio,,,"4.951","0.223",,"2.049","0.779","0.399",,,"2.07","1.776","0.789","0.458","1.01",,,,,,,,
PsRatio,"1.664","1.361","2.035","2.201","1.635","1.745","1.762","3.963","4.349","1.681","1.726","2.415","2.284","2.363","3.749","3.089","2.042","2.629","3.892","2.212","1.396","1.223","0.693"
PbRatio,"1.198","1.251","1.572","1.047","0.842","1.118","1.076","1.636","1.835","1.174","1.394","2.14","2.173","2.122","2.92","2.769","1.515","3.768","6.225","4.113","2.313","2.1","1.317"
EnterprisesValueRevenueRatio,"1.357","1.176","1.966","2.158","1.557","1.644","1.743","3.75","4.05","1.47","1.605","2.348","2.268","2.327","3.7","3.032","1.229","2.925","3.819","2.264","1.596","1.357","0.821"
EnterprisesValueEBITDARatio,"4.967","3.281","6.415","7.749","68.653","7.467","7.392","19.286","26.053","10.32","5.64","9.172","8.574","8.926","13.198","10.416","4.146","8.46","10.356","7.125","6.461","8.842","4.076"
