name,ttm,12/31/2023,12/31/2022
MarketCap,"1,771,592,738","1,536,397,695","806,888,274"
EnterpriseValue,"2,088,232,738","1,853,794,695","977,000,274"
PeRatio,"134.661",,"92.629"
PsRatio,"6.787","6.317","4.655"
PbRatio,"5.946","63.635","4.09"
EnterprisesValueRevenueRatio,"8.041","7.138","5.01"
EnterprisesValueEBITDARatio,"98.025","87.02","14.152"
