name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"3,201,306,294","2,264,849,744","1,820,913,493","4,342,876,920","4,017,254,990","1,601,534,317","415,709,990"
EnterpriseValue,"1,943,506,294","1,270,349,744","556,113,493","2,803,713,919","3,772,982,343","1,415,388,472","643,277,646"
PsRatio,"33.243","13.834","16.174","190.76","132.228","32.731","30.71"
PbRatio,"4.85","6.122","2.928","5.311","20.063","11.78",
EnterprisesValueRevenueRatio,"24.758","16.183","4.232","52.308","145.675","32.916","44.909"
EnterprisesValueEBITDARatio,"-4.923","-3.218","-2.181","-15.371","-32.331","-20.845","-15.799"
