name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"2,247,186,864","3,475,441,972","1,082,418,567","12,657,707,314","2,987,546,559"
PeRatio,,,,"186.79","172.678"
ForwardPeRatio,"49.02","76.923",,,
PsRatio,"4.286","6.556","1.146","17.981","14.184"
PbRatio,"3.537","5.505","1.495","17.602","24.353"
