name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"3,303,765,696","2,293,468,013","874,222,313","910,921,183","413,521,024","152,545,957"
EnterpriseValue,"2,781,523,696","1,826,814,013","491,902,313","651,952,183","141,924,024","50,231,957"
ForwardPeRatio,"4.649"
PsRatio,"108.989","80.657","14.219","21.887","35.131",
PbRatio,"5.319","4.555","2.375","2.868","2.116","1.382"
EnterprisesValueRevenueRatio,"118.945","78.119","9.658","23.333","7.264",
EnterprisesValueEBITDARatio,"-21.327","-14.007","-8.339","-13.802","-4.179","-1.167"
