name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"10,281,120,800","10,479,244,978","9,853,110,718","15,877,400,938","15,831,769,662","9,800,963,629","4,809,758,457"
EnterpriseValue,"10,954,420,800","11,214,644,978","10,704,810,718","16,674,900,938","16,286,469,662","10,241,263,629","5,293,558,457"
PeRatio,"188.829","2,237.333",,,"1,522.286","79.02",
ForwardPeRatio,"26.667","32.258","53.763","476.191","161.29","102.041","80"
PegRatio,"5.358"
PsRatio,"6.92","7.27","8.238","16.157","19.201","12.342","5.89"
PbRatio,"4.287","4.623","4.812","7.146","7.775","5.289","3.126"
EnterprisesValueRevenueRatio,"7.237","7.409","8.59","16.281","19.331","12.427","7.147"
EnterprisesValueEBITDARatio,"41.4","42.383","195.7","721.857","286.23","82.724","46.887"
