name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,04/30/1992,04/30/1991,04/30/1990,04/30/1989,04/30/1988,04/30/1987
MarketCap,"2,760,658,491","2,168,973,553","2,099,239,467","1,805,654,850","693,858,067","37,847,731","35,496,059","386,198,294","358,420,818","1,547,389,997","1,635,067,998","2,160,665,603","431,852,266","114,782,744","132,068,164","147,969,167","125,054,788","37,094,002","100,146,761","139,433,858","149,004,286","177,300,784","68,477,409","242,401,852","392,867,495","118,826,678","74,390,955","64,553,299","32,345,495","62,065,625","42,595,157","131,929,203","99,016,798","91,499,421","68,646,171","35,729,739","31,196,443","26,776,593","37,057,463"
EnterpriseValue,"2,339,602,491","1,936,471,553","1,779,396,467","1,385,644,850","498,072,067","-31,335,269","-70,121,941","245,668,294","155,172,818","1,242,779,997","1,462,746,998","1,988,344,603","359,228,266","67,114,744","80,970,164","79,356,167","81,784,047","26,604,081","42,605,332","117,235,083","117,262,786","157,049,784","33,790,309","207,714,752","344,701,695","105,770,578","67,090,955","59,753,299","18,145,495","56,065,625","24,395,157","104,129,203","95,716,798","69,399,421","60,246,171","26,129,739","20,396,443","13,276,593","23,557,463"
PeRatio,,,,,,,,,,,,,,,,,,,,,,,,,"3.974",,,,,,,,,,,,,,
PsRatio,"295.776","428.998","1,934.454","196.01","92.421","6.665","2.593","30.887","52.388","287.673","587.019","253.199","34.57","2.127","2.806","6.098","15.103","7.367","19.314","27.945","21.725","38.27","10.235","72.447","1,234.382","80.099","33.814","53.794","32.047","13.037","5.199","14.659","15.003","10.281","6.73","3.278","4.895","6.682","16.844"
PbRatio,"6.433","8.791","6.09","4.135","3.017","0.373","0.277","1.795","1.965","4.856","6.831","13.785","4.509","1.425","1.755","2.006","6.896",,"13.007","5.648","3.88","6.35","2.185","5.355","8.168","6.824","3.957","10.247","2.073","6.399","2.048","4.534","5.026","3.961","6.797","3.134","3.354","2.575","3.563"
EnterprisesValueRevenueRatio,"339.91","281.341","754.941","297.924","67.144","-8.77","-7.352","19.279","22.867","226.785","407.905","483.664","32.068","7.244","1.73","5.228","10.969","18.927","47.382","37.961","17.097","33.899","5.04","62.08","451.653","71.298","31.199","50.124","16.496","14.016","3.485","11.57","14.503","7.798","5.906","2.397","2.615","2.886","10.708"
EnterprisesValueEBITDARatio,"-16.828","-13.928","-17.077","-20.969","-10.912","0.631","0.966","-2.362","-1.205","-9.9","-12.289","-25.597","-6.602","-1.728","17.357","-2.4","-1.825","-1.812","-2.379","-7.005","-9.882","-15.387","-2.638","-9.313","-24.395","-10.624","-9.654","-8.177","-1.606","-5.051","-2.804","-12.25","-23.346","-11.763","-15.854","-18.664","-15.69","-7.376","-16.827"
