name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"3,938,415,231","2,982,218,304","2,527,737,376","3,778,564,046","3,877,546,840","4,173,658,232","7,438,397,254","4,785,783,399","6,756,165,060","12,381,975,126","10,670,503,585","11,779,841,398","5,988,696,942","3,364,572,154"
EnterpriseValue,"3,783,415,231","2,775,218,304","2,394,737,376","4,027,564,046","3,948,546,840","3,385,658,232","6,795,397,254","4,294,783,399","6,125,165,060","12,066,975,126","10,490,503,585","11,723,663,398","5,914,356,942","3,236,516,154"
PeRatio,"408",,,,,"36.167","359.6","73.319","55.867","53.616","51.847","55.22","30.599","20.682"
ForwardPeRatio,"17.212","15.924","12.531","16.42","49.505","15.65","28.571","26.316","29.762","35.714","28.249","37.879","24.39",
PegRatio,"0.176","0.241","0.13",,"20.089","1.285","1.297","1.671","2.348","2.399","0.914","1.404","1.674",
PsRatio,"2.316","1.757","1.855","4.789","4.773","2.722","4.699","3.183","4.62","8.461","9.312","13.315","7.766","5.964"
PbRatio,"4.522","3.602","3.115","4.759","4.27","2.533","5.158","3.379","4.229","9.338","9.826","14.213","8.238","5.2"
EnterprisesValueRevenueRatio,"2.116","1.552","1.605","4.465","6.537","2.17","4.208","2.76","4.139","8.088","8.419","12.406","7.751","5.08"
EnterprisesValueEBITDARatio,"14.779","10.841","11.513","-138.882","-18.893","10.354","22.576","18.198","23.201","35.284","26.491","35.526","18.54","10.854"
