name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
MarketCap,"5,950,104,782","8,695,746,609","10,480,912,000","6,666,723,000","7,154,440,000","3,419,997,000","10,068,734,339","10,582,576,028","14,030,604,000","1,951,849,000","3,158,636,000","1,545,126,000","1,240,722,540"
EnterpriseValue,"10,033,104,782","12,776,046,609","14,987,112,000","11,349,723,000","13,611,240,000","12,033,297,000","17,372,334,339","17,981,976,028","20,365,904,000","5,715,749,000","5,600,936,000","3,143,026,000","2,991,422,540"
PeRatio,"37.584","43.565","64.684","61.615",,,,,,"44.81","60.321",,
ForwardPeRatio,"12.674","17.889","26.738","19.084","36.63","13.755","17.637","16.584","21.097","20.534","35.461","19.342",
PegRatio,"0.218","1.772",,"0.676",,,"2.326","1.178",,,,"4.839",
PsRatio,"98.288","1.455","2.009","1.236","2.014","0.426","1.139","1.135","1.569","2.18","2.636","1.429","1.426"
PbRatio,"1.471","2.178","2.804","1.853","2.415","0.916","1.348","1.114","1.46","19.759","22.932","4.397","6.088"
EnterprisesValueRevenueRatio,"1.632","2.092","2.791","2.183","3.297","1.517","1.967","1.925","3.141","1.331","1.268","0.688","0.648"
EnterprisesValueEBITDARatio,"10.559","11.865","14.501","7.972","23.577","-23.239","-5.874","28.471","62.453","12.801","10.191","11.654","14.853"
