name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
MarketCap,"4,398,567,110","4,670,823,990","4,519,651,107","7,740,208,671","6,660,456,469","8,894,766,479","6,334,970,605","7,344,235,410","6,825,527,323","5,838,129,903","5,957,956,373","4,122,484,909","3,549,291,089","2,225,740,164","1,909,192,464","1,323,372,530","1,107,089,581","1,807,716,400","2,527,112,718","1,793,286,515","1,220,452,521","923,851,725","632,028,234","720,482,885","742,967,876","611,776,000","635,697,000","703,656,250"
EnterpriseValue,"8,656,465,110","8,832,563,990","8,440,193,107","11,413,055,671","9,808,140,469","11,965,811,479","9,099,015,605","9,695,639,410","8,970,632,323","8,107,267,903","8,366,767,373","6,270,735,909","5,758,502,089","4,123,414,164","3,455,652,464","2,403,635,530","1,907,539,581","2,567,771,400","3,477,949,718","2,736,890,515","2,138,622,521","1,713,444,725","1,378,288,234","1,418,582,885","1,403,722,876","1,139,176,000","1,036,837,000","968,090,250"
PeRatio,"20.828","21.652","20.036","11.784","35.215","30.399","50.304","49.437","24.905","26.928","191.861","557.556",,,"521","60.816","31.566","57.853","132.203","193.438","50.893","19.848","19.871","18.764","16.315","15.278","16.084","24.16"
ForwardPeRatio,"30.96","30.675","12.255","51.546","33.784","42.553",,"59.88",,,"22.573","35.211","35.714","222.222",,,,,,,,,,,,,,
PegRatio,,,"2.291","51.009","12.646","3.202",,"6.856",,,"2.822","6.336","6.447","35.211",,,,,,,,,,,,,,
PsRatio,"3.9","4.085","4.219","8.403","7.187","10.64","8.561","10.233","10.939","9.751","11.694","8.007","8.147","5.821","5.98","4.251","3.77","6.916","9.371","7.397","5.488","3.988","3.162","3.43","4.235","3.82","4.567","7.704"
PbRatio,"0.81","0.86","0.831","1.422","1.341","2.086","1.665","1.995","2.087","1.959","2.513","1.811","1.777","1.965","1.979","1.805","2.071","3.162","4.513","4.341","2.831","2.046","1.437","1.635","1.674","1.294","1.336","1.772"
EnterprisesValueRevenueRatio,"7.663","7.819","7.694","11.95","10.917","14.288","12.176","13.485","13.961","13.947","16.037","13.718","15.425","13.283","13.552","9.077","6.592","9.934","14.399","12.104","10.583","8.363","7.179","7.272","8.256","7.5","7.792","14.385"
EnterprisesValueEBITDARatio,"12.213","12.461","12.02","10.883","16.963","22.259","15.621","19.685","15.551","16.196","25.25","21.454","23.645","19.939","21.807","14.855","10.928","16.177","22.165","8.31","7.36","12.148","7.696","4.836","5.594","5.133","5.385","8.922"
