name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014
MarketCap,"6,537,654,092","6,646,304,622","5,669,425,433","4,593,680,000","5,569,740,000","5,090,660,000","3,961,537,153","3,278,000,946","3,572,787,437","1,917,900,000","2,243,880,000","1,813,490,000"
EnterpriseValue,"8,689,654,092","8,730,304,622","8,144,425,433","7,199,680,000","8,138,740,000","6,864,660,000","4,805,537,153","4,184,000,946","4,415,787,437","2,845,900,000","2,484,880,000","2,158,490,000"
PeRatio,"14.255","13.509","21.621","16.211","27.281","34.285","14.821","21","26.871","16.205","17.298","3.902"
ForwardPeRatio,"13.477",,,,,,"13.736","19.121",,,,"13.87"
PsRatio,"0.913","0.903","0.777","0.655","0.817","0.815","0.634","0.793","0.838","0.483","0.617","0.169"
PbRatio,"3.663","3.636","3.363","2.81","3.716","3.689","9.639","10.18","10.008","4.893","6.6","5.413"
EnterprisesValueRevenueRatio,"1.167","1.173","1.057","0.974","1.153","1.076","1.031","0.939","0.994","0.66","0.64","0.524"
EnterprisesValueEBITDARatio,"9.852","9.898","12.53","11.464","14.229","13.54","17.798","13.763","13.93","9.847","9.521","11.013"
