name,ttm,04/30/2024,04/30/2023,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011,04/30/2010,04/30/2009,04/30/2008,04/30/2007,04/30/2006,04/30/2005,04/30/2004,04/30/2003,04/30/2002,04/30/2001,04/30/2000,04/30/1999,04/30/1998,04/30/1997,04/30/1996,04/30/1995
MarketCap,"11,616,367,066","12,196,413,172","16,465,679,120","14,851,207,890","14,191,333,076","13,108,096,944","13,948,217,758","12,956,389,587","14,755,422,021","15,197,511,525","13,861,404,441","9,832,104,632","10,992,646,300","8,781,971,855","8,707,251,965","7,274,606,612","4,666,146,176","2,724,575,886","3,177,475,966","2,235,819,467","2,904,773,953","2,624,137,176","1,805,527,168","862,970,346","637,249,250","228,112,646","309,453,660","353,675,152","251,571,705","303,872,943","309,409,319"
EnterpriseValue,"19,949,467,066","20,891,613,172","20,765,479,120","19,094,307,890","18,685,933,076","18,601,996,944","19,830,817,758","17,712,689,587","19,702,822,021","20,341,311,525","15,929,504,441","11,692,904,632","12,622,340,300","10,622,806,855","9,419,069,965","7,901,036,612","5,746,179,176","3,330,084,886","3,402,999,966","2,598,487,467","3,347,328,953","2,637,461,176","1,759,302,168","906,056,346","721,124,250","277,058,646","309,736,660","357,075,152","254,971,705","347,025,943","314,209,319"
PeRatio,"22.053",,"23.255","25.69","15.576","20.969","22.216","10.268","22.077","39.558","21.231","17.707","21.871","19.613","17.705","14.716","12.628","16.627","20.225","17.219","22.251","23.665","17.96","29.613","21.269","65.17","16.666","19.809","16.51","20.915","20.476"
ForwardPeRatio,"10.373","11.211","18.484","15.625","15.773","13.812","14.859","13.245","16.129","19.38","20.04","15.291","17.637","15.337","14.815","13.889",,,,,,,,,,,,,,,
PegRatio,"1.504",,"6.29","4.398","16.96","27.084","6.909","2.403","2.561","1.581","3.148","2.222","1.957","1.883","2.043","1.736",,,,,,,,,,,,,,,
PsRatio,"1.315","1.458","1.984","1.884","1.815","1.71","1.804","1.757","1.992","1.998","2.137","1.775","1.92","1.633","1.884","1.579","0.894","1.122","1.48","1.073","1.446","1.86","1.319","1.33","1.035","0.361","0.512","0.625","0.464","0.575","0.499"
PbRatio,"1.522","1.613","1.934","1.763","1.728","1.604","1.739","1.66","1.985","2.016","2.653","1.889","2.09","1.701","1.598","1.366","0.945","1.514","1.77","1.284","1.731","2.167","1.606","3.08","2.579","0.707","0.954","1.17","0.862","1.1","1.211"
EnterprisesValueRevenueRatio,"2.259","2.545","2.493","2.422","2.286","2.444","2.57","2.407","2.657","2.73","2.907","2.046","2.135","1.922","2.001","1.716","1.529","1.319","1.584","1.212","1.751","1.861","1.341","1.319","1.107","0.438","0.514","0.632","0.47","0.657","0.507"
EnterprisesValueEBITDARatio,"11.58","34.532","13.509","13.62","9.791","12.669","13.174","13.201","13.038","16.941","13.839","9.828","11.202","10.721","9.169","8.08","9.936","9.302","10.697","7.989","11.974","11.611","8.218","10.252","8.842","5.026","3.76","4.486","3.398","4.856","5.419"
