name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"3,147,894,989","3,884,781,266","3,650,536,986","11,934,964,835","9,515,324,226","9,235,547,869","7,575,499,157","2,914,713,822","3,947,865,584","4,021,494,646","3,846,942,193"
EnterpriseValue,"94,018,726","926,031,356","1,387,207,262","9,988,129,086","7,917,796,214","8,407,965,277","6,704,081,015","2,446,842,024","3,772,836,856","3,838,318,974","3,775,021,598"
PeRatio,"12.064","18.062","6.769","24.616","21.245","27.456","37.488","19.002","32.385","47.137","61.181"
ForwardPeRatio,"11.862","11.848","8.475","20.08","19.608","20","22.124","14.368","17.825","27.322",
PegRatio,"5.567",,,,,,,,,"0.667",
PsRatio,"3.16","4.034","2.672","9.313","8.354","9.918","7.911","5.165","10.664","17.511","21.907"
PbRatio,"0.952","1.111","1.052","4.731","4.934","6.323","6.358","3.444","5.685","8.926","13.81"
EnterprisesValueRevenueRatio,"0.013","0.133","0.192","1.154","0.94","1.162","1.08","0.41","1.089","1.8","3.103"
EnterprisesValueEBITDARatio,"0.083","0.554","0.627","2.914","2.277","2.83","3.132","1.978","3.003","4.06","6.285"
