name,ttm,12/31/2023,12/31/2022
MarketCap,"1,660,085,313","824,519,412","789,768,954"
EnterpriseValue,"1,613,082,313","914,669,412","879,918,954"
PeRatio,"92.7",,
PsRatio,"2.128",,
PbRatio,"4.558",,
EnterprisesValueRevenueRatio,"2.2",,
EnterprisesValueEBITDARatio,"14.637",,
