name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
MarketCap,"1,665,146,207","1,890,847,235","2,103,277,179","2,115,949,042","1,892,832,402","2,013,804,170","1,766,932,766","2,016,704,000","1,861,279,888","1,386,492,143","912,601,044","987,456,035","481,517,172","375,916,020","423,479,023","286,728,677","357,901,764","449,548,243","475,882,229","325,457,201","299,455,589","270,419,358","227,173,152","215,238,146","109,024,176","179,169,374","188,837,171","209,077,433","148,477,842","114,631,538","101,397,684","91,676,678","73,583,079"
PeRatio,"11.57","11.654","13.473","12.566","21.182","11.926","12.843","18.586","19.729","18.701","16.438","27.596","18.057","15.625","12.254","15.632","14.939","13.152","18.452","14.712","15.467","15.068","12.948","15.214","9.146","12.132","16.656","19.597","15.574","12.375","12.922","13.19","13.287"
ForwardPeRatio,"11.223","13.158","11.223","15.552","19.231","13.263","9.033","13.908","18.051","14.641","13.85","19.157","13.245","14.837","16.447",,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"1.978","2.737","1.891","2.119","2.35",,,,,,,,,,,,,,,,,,
PsRatio,"2.646","2.873","3.469","3.197","2.995","3.445","2.951","4.103","4.031","3.711","3.248","3.982","2.385","2.028","2.447","1.837","2.2","2.764","3.899","2.883","3.26","3.414","2.884","3.111","1.735","2.738","3.343","3.988","3.017","2.4","2.403","2.322","2.011"
PbRatio,"0.725","0.847","1.005","0.96","0.9","0.95","0.879","1.334","1.639","1.343","1.303","1.502","0.966",,"0.957","0.706","0.894","1.126","1.899","1.372","1.673","1.965","1.711","1.742","0.917","1.543","1.797","2.129","1.639","1.386","1.412","1.312","1.139"
