name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"1,201,311,868","989,912,434","774,077,472","1,314,209,894","841,258,836","752,524,415","362,422,480","636,947,185","258,136,862"
EnterpriseValue,"1,407,689,868","1,232,370,434","1,056,256,472","1,260,816,894","975,763,836","915,660,415","520,216,480","662,702,185","266,720,862"
PeRatio,,,"10.559","18.711","24.31","107.323","5.76","16.053","15.378"
ForwardPeRatio,,,,,"9.728",,,"7.027",
PsRatio,"1.312","1.076","0.614","1.212","0.814","1.319","0.492","1.039","0.713"
PbRatio,"2.127","1.729","1.358","2.734","3.303","3.632","1.624","3.287","1.964"
EnterprisesValueRevenueRatio,"1.735","1.519","0.825","1.149","1.067","1.475","0.632","1.01","0.657"
EnterprisesValueEBITDARatio,"61.53","53.867","8.694","11.872","14.951","24.888","5.961","11.268","7.845"
