name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"5,631,544,498","5,351,134,666","4,325,914,878","6,402,598,761","4,000,701,057","3,641,065,888","2,145,852,215","1,912,578,359","1,322,372,666","979,678,352","884,397,021","442,325,124","207,429,575","140,933,263","166,081,609"
EnterpriseValue,"6,237,707,498","6,026,293,666","5,096,376,878","6,930,489,761","4,304,460,057","4,028,998,888","2,624,919,215","2,265,491,359","1,741,661,666","1,323,745,352","1,081,618,021","585,472,124","424,543,575","193,836,263","126,504,609"
PeRatio,"35.564","32.984","24.943","87.031","49.168","53.604","39.078","44.949","118.708","72.968","121.353",,,,
ForwardPeRatio,,,,,"66.667","63.694","50.251",,,,,"117.647","103.093",,
PegRatio,,,,,,,"5.024",,,,,,,,
PsRatio,"16.585","16.209","16.349","28.259","21.626","20.586","13.46","13.53","12.164","10.253","9.058","7.567","6.506","9.423","41.201"
PbRatio,"1.932","2.003","2.021","3.658","2.525","2.418","1.839","1.945","1.809","1.41","1.691","1.125","0.991","0.881","1.004"
EnterprisesValueRevenueRatio,"19.277","18.623","18.451","31.228","23.033","23.558","17.308","17.1","16.064","13.804","15.704","12.859","14.472","13.668","31.383"
EnterprisesValueEBITDARatio,"25.004","24.156","17.719","44.428","30.384","34.772","21.46","21.027","27.835","21.965","29.65","27.687","33.78","121.299","-116.059"
