name,ttm,12/31/2023
MarketCap,"25,138,835,328","20,261,300,768"
EnterpriseValue,"26,510,835,328","22,439,300,768"
PeRatio,"31.373","28.075"
ForwardPeRatio,"27.174","26.042"
PsRatio,"4.931","4.05"
PbRatio,"12.865","19.527"
EnterprisesValueRevenueRatio,"5.162","4.497"
EnterprisesValueEBITDARatio,"21.091","18.904"
