name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018
MarketCap,"1,825,239,002","1,487,211,548","1,655,812,806","1,768,807,303","4,069,958,361","1,679,218,582","1,456,361,429","1,604,527,395"
EnterpriseValue,"1,668,220,002","1,271,354,548","1,445,881,806","1,365,453,303","3,446,288,361","1,442,969,582","1,157,890,429","1,519,781,395"
PeRatio,,,,"15.977","23.62",,"62.179",
ForwardPeRatio,"37.313",,,,,,,
PsRatio,"1.217","0.978","1.029","1.087","2.522","1.289","1.159","1.464"
PbRatio,"4.258","3.202","2.737","2.752","6.932","6.429","5.049","76.793"
EnterprisesValueRevenueRatio,"1.099","0.811","0.868","0.761","2.031","1.127","0.934","1.41"
EnterprisesValueEBITDARatio,"64.992","24.384","90.221","8.607","15.346","80.929","17.992","97.861"
