name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"1,396,256,000","1,502,726,000","1,653,137,236","2,629,069,189","2,582,780,352","3,504,771,498","2,615,799,504","3,464,332,023","3,725,706,301","1,866,687,035"
EnterpriseValue,"8,671,856,000","8,929,226,000","8,811,037,236","9,309,669,189","9,430,680,352","9,588,571,498","8,720,499,504","9,271,432,023","9,265,906,301","3,962,587,035"
PeRatio,,"10.014",,"14.395",,,,,,"27.914"
ForwardPeRatio,,,,"42.919","14.347","46.729",,,,"114.943"
PsRatio,"0.314","0.346","0.346","0.59","0.583","0.909","0.688","0.949","0.816","1.504"
PbRatio,"0.784","0.801","0.867","0.906","0.93","1.159","0.837","0.931","0.883","8.357"
EnterprisesValueRevenueRatio,"1.922","1.979","1.832","1.935","2.505","2.48","2.353","2.583","3.402","3.255"
EnterprisesValueEBITDARatio,"5.603","5.77","6.554","7.929","15.201","8.874","12.66","17.683","11.53","8.492"
