name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"1,450,284,071","4,009,143,978","8,676,121,095","17,425,625,608","7,842,949,910","2,906,654,748","2,650,850,736","817,009,718"
EnterpriseValue,"7,119,200,321","8,964,633,489","12,052,233,801","20,105,018,564","9,244,781,747","4,188,089,340","3,266,168,389","1,268,092,320"
ForwardPeRatio,"10,000",,,"1,666.667","416.667",,,
PsRatio,"1.021","2.883","7.419","17.262","12.762","7.675","11.081","5.837"
PbRatio,"0.471","1.188","2.265","8.384","6.542","3.572","5.991",
EnterprisesValueRevenueRatio,"0.726","0.961","1.541","3.503","2.243","1.5","2.021","1.201"
EnterprisesValueEBITDARatio,"1.585","2.14","3.583","8.284","5.489","4.372","7.145","6.101"
