name,ttm,12/31/2022
MarketCap,"1,657,019,955","3,064,876,339"
EnterpriseValue,"1,605,030,955","3,091,783,784"
PsRatio,"2,842.23"
PbRatio,"7.411"
EnterprisesValueRevenueRatio,"2,753.055"
EnterprisesValueEBITDARatio,"-19.711","-76.405"
