name,ttm,09/30/2024,09/30/2023,09/30/2022
MarketCap,"2,721,563,264","2,553,373,905","2,703,109,617","663,766,614"
EnterpriseValue,"1,994,253,264","1,682,904,905","2,192,206,617","252,104,614"
ForwardPeRatio,"126.582","99.01",,"666.667"
PsRatio,"1.369","1.293","1.988","1.322"
PbRatio,"13.799","6.098","1,108.657","94.662"
EnterprisesValueRevenueRatio,"1.115","1.004","2.13","0.572"
EnterprisesValueEBITDARatio,"-23.849",,"-10.345","-1.876"
