name,ttm,12/31/2023
MarketCap,"400,671,438","2,603,591,537"
EnterpriseValue,"62,109,438","2,100,169,537"
PbRatio,"1.249","5.282"
EnterprisesValueEBITDARatio,,"-8.353"
