name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,527,756,689","2,547,655,532","1,761,705,442","2,468,620,252","2,584,034,983","4,128,699,449","4,255,863,852","6,141,390,401","5,911,516,506","4,777,222,322","4,625,191,039","3,423,938,954"
EnterpriseValue,"4,450,121,689","4,463,886,532","3,680,636,442","4,050,717,252","4,203,693,983","5,533,521,449","5,544,802,852","7,286,575,401","6,933,052,506","6,360,242,322","6,170,441,039","4,401,475,954"
PeRatio,"31.137","28.485","54.417",,,"44.903","39.333","53.026","58.765","69.385","22.286","70.299"
PsRatio,"3.355","3.431","2.518","4.008","4.039","5.638","5.869","8.692","8.119","7.236","7.529","13.137"
PbRatio,"1.472","1.483","1.067","1.441","1.48","2.128","2.137","3.122","3.029","3.482","3.319",
EnterprisesValueRevenueRatio,"6.017","6.036","5.062","6.491","6.9","7.566","7.58","10.27","10.236","9.671","9.712","14.114"
EnterprisesValueEBITDARatio,"11.591","11.627","9.537","14.295","16.468","15.898","14.916","20.455","20.439","19.808","21.518","13.671"
