name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"1,418,314,296","1,223,911,656","713,297,122","343,293,540","246,202,000","720,222,000","577,260,000","884,204,064","152,657,670","148,132,245"
EnterpriseValue,"3,345,479,296","2,704,606,656","605,185,122","307,298,540","216,865,000","677,529,000","578,749,965","885,694,029","151,828,985","147,303,560"
PbRatio,"4.926","2.566","9.284","10.798","3.727","17.109","6.396","8.15","1.349","1.305"
EnterprisesValueEBITDARatio,"-19.889","-16.079","-10.231","-16.37","-10.535","-20.048","-13.508","-24.927","-220.18","-435.126"
