name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"820,515,673","883,195,408","790,226,199","1,344,201,199"
EnterpriseValue,"1,360,491,673","1,404,981,408","1,062,116,199","1,764,922,199"
PeRatio,"41.656","59",,"415.33"
ForwardPeRatio,"33.445","37.594","48.544","117.647"
PsRatio,"1.124","1.356","1.198","2.449"
PbRatio,"2.545","2.832","3.537","9.259"
EnterprisesValueRevenueRatio,"2.001","2.066","1.809","3.299"
EnterprisesValueEBITDARatio,"17.038","17.595","15.728","38.319"
