name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"9,599,667,167","7,130,224,123","6,523,613,917","9,265,155,579"
EnterpriseValue,"14,270,293,167","11,213,370,123","11,348,417,917","13,770,098,579"
PeRatio,"42.231","62.447","19.976",
ForwardPeRatio,"9.709","15.974","16.077","30.675"
PsRatio,"1.944","1.246","1.653","2.016"
PbRatio,"2.272","1.488","3.29","7.672"
EnterprisesValueRevenueRatio,"1.907","1.989","2.058","3.038"
EnterprisesValueEBITDARatio,"23.185","17.297","10.199","83.062"
