name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"1,131,071,611","1,145,323,929","1,175,651,324","472,977,559","69,602,170","16,730,209","93,443,551","232,687,234","3,715,171","7,955,293","9,607,390"
EnterpriseValue,"881,265,611","988,049,929","891,653,324","421,058,559","48,763,170","-7,876,791","33,121,551","193,256,234","-530,829","-3,063,707","3,229,629"
PeRatio,,,,,,,,"69.533",,,
ForwardPeRatio,,,,,,,"1.09",,,,
PsRatio,"2,568.451","2,664.557","426.764","51.837","27.297","3.661","9.145","40.485","1.106","1.902","2.02"
PbRatio,"4.803","7.704","4.521","10.967","3.308","0.722","1.539","6.038","0.794","0.63","1.276"
EnterprisesValueRevenueRatio,"2,806.578","3,146.656","503.19","142.105","46.441","-1.766","3.95","48.278","-0.159","-1.207","0.748"
EnterprisesValueEBITDARatio,"-3.744","-4.198","-6.905","-5.31","-0.443","0.193","-1.05","-7.484","0.043","0.278","-0.48"
