name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"7,520,790,985","4,630,524,309","2,082,800,116","4,408,429,076"
EnterpriseValue,"6,842,535,985","3,548,000,309","786,379,116","3,048,698,076"
PsRatio,"6,055.696",,,
PbRatio,"9.629","4.186","1.798","3.381"
EnterprisesValueRevenueRatio,"6,147.831","3,437.985",,
EnterprisesValueEBITDARatio,"-9.192","-8.034","-2.136","-17.558"
