name,ttm,12/31/2023,12/31/2022
MarketCap,"8,740,426,500","6,228,293,260","6,242,701,920"
EnterpriseValue,"18,986,426,500","15,278,293,260","12,822,701,920"
PeRatio,"239.198","37.265",
ForwardPeRatio,,"147.059","23.697"
PsRatio,"1.508","1.09",
PbRatio,"1.725","1.189","1.266"
EnterprisesValueRevenueRatio,"3.278","2.66","2.237"
EnterprisesValueEBITDARatio,"8.431","7.275","5.641"
