name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987
MarketCap,"1,203,483,663","1,416,980,449","1,430,846,343","1,504,544,522","1,254,198,647","770,681,878","787,294,895","693,897,327","520,676,242","801,071,543","969,025,085","479,954,092","653,888,363","396,647,337","347,872,647","406,484,221","388,029,059","559,614,872","702,521,342","646,264,072","386,242,202","290,247,525","225,661,023","243,828,807","271,674,468","248,355,129","296,436,421","262,800,500","286,741,875","291,927,000","179,040,000","208,134,000","154,422,000","114,138,000","125,328,000","154,370,250","178,690,000","179,897,750","217,156,500"
EnterpriseValue,"1,414,750,783","1,637,868,308","1,746,539,051","1,878,824,846","1,880,613,140","1,486,545,349","1,623,454,161","1,570,010,717","1,383,395,648","1,693,876,671","1,878,550,178","1,385,230,819","1,583,847,293","1,236,410,224","1,190,571,133","1,166,128,637","1,160,307,556","1,272,592,077","1,235,890,065","1,179,428,018","905,043,857","812,087,809","785,760,028","793,560,035","800,741,211","731,163,315","747,436,421","726,900,500","320,141,875","323,827,000","205,140,000","219,334,000","343,522,000","263,038,000","272,528,000","294,970,250","266,290,000","252,797,750","304,156,500"
PeRatio,"11.396","8.881","6.267","5.493","5.577","5.434","9.964","7.047","10.708","14.274","16.38","11.019","37.803","9.675","8.9","12.777","13.415","10.718","12.57","15.892","14.364","9.885","13.243","16.212","15.385","11.111","15.889","61.842","13.816","15.655","12.658","13.517","13.477","20.565","11.667","13.477","13.158","12.813","19.643"
ForwardPeRatio,,,,,,,"9.141",,"10.493","12.755","14.065","10.764","8.78","4.876",,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,"0.63",,"3.278","1.402","0.795","0.775","0.556",,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.213","0.243","0.248","0.27","0.271","0.172","0.188","0.168","0.134","0.212","0.262","0.141","0.185","0.11","0.098","0.12","0.119","0.173","0.249","0.261","0.168","0.133","0.113","0.126","0.138","0.133","0.165","0.158","0.185","0.22","0.144","0.186","0.138","0.106","0.12","0.161","0.208","0.231","0.271"
PbRatio,"0.779","0.912","1.017","1.266","1.372","1.009","1.22","1.196","1.052","1.744","2.329","1.107","1.64","0.885","0.805","0.982","0.975","1.454","2.08","2.176","1.395","1.111","0.926","1.022","1.153","1.073","1.323","1.204","1.286","1.667","1.117","1.317","1.046","0.815","0.906","1.201","1.49","1.63","2.156"
EnterprisesValueRevenueRatio,"0.251","0.281","0.303","0.338","0.388","0.331","0.388","0.381","0.357","0.448","0.496","0.363","0.42","0.341","0.334","0.344","0.357","0.393","0.437","0.476","0.398","0.38","0.395","0.405","0.405","0.393","0.414","0.441","0.208","0.22","0.155","0.178","0.301","0.247","0.261","0.295","0.31","0.324","0.456"
EnterprisesValueEBITDARatio,"4.999","4.674","3.963","3.768","4.105","4.312","6.166","6.36","5.962","7.02","7.755","6.338","8.627","5.842","5.722","5.827","6.273","6.609","6.585","6.894","6.104","5.609","4.622","6.728","7.315","7.244","7.504","7.478","3.359","3.709","3.19","3.795","6.776","6.527","6.003","6.357","6.591","6.688","10.416"
