name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"1,036,212,051","1,068,774,328","428,713,813","691,670,255","1,000,933,788","982,801,409","1,026,546,525","1,401,931,170","1,045,238,381","856,184,148","1,188,858,035","1,557,084,064","816,510,766"
EnterpriseValue,"1,451,412,051","1,501,174,328","905,113,813","1,058,270,255","1,208,733,788","1,271,101,409","1,201,146,525","1,457,831,170","1,113,238,381","788,584,148","1,129,258,035","1,494,184,064","807,410,766"
PeRatio,"8.184","9.903",,,"36.534","31.529","30.826","22.177","21.914","10.224","11.279","13.404","8.37"
ForwardPeRatio,"8.347","8.511",,,,,,"20.921","18.692","11.628","13.812",,
PsRatio,"0.25","0.263","0.126","0.233","0.342","0.299","0.328","0.505","0.415","0.324","0.443","0.602","0.332"
PbRatio,"2.658","3.511","3.761","1.453","1.758","1.926","1.841","2.547","2.066","1.875","2.523","3.75","2.392"
EnterprisesValueRevenueRatio,"0.352","0.365","0.255","0.344","0.43","0.386","0.378","0.505","0.433","0.306","0.408","0.56","0.327"
EnterprisesValueEBITDARatio,"5.51","5.699","96.289","-11.355","12.234","11.451","12.434","9.642","13.237","5.71","6.147","8.969","5.549"
