name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"2,822,024,033","2,162,179,133","1,316,565,152","930,359,238","352,813,987","407,347,655","463,503,586","540,409,945"
EnterpriseValue,"6,028,024,033","5,307,179,133","4,222,965,152","3,540,359,238","2,252,813,987","1,279,147,655","428,903,586","492,409,945"
PeRatio,"16.976","15.581","14.739","20.774","15.572","18.29","13.805","12.867"
ForwardPeRatio,"11.508","9.99","13.106","6.105","2.396","10.142","11.71",
PsRatio,"1.477","1.22","0.907","0.525","0.327","1.742","1.451","1.907"
PbRatio,"8.295","5.885","5.313","6.856","2.796","0.804","1.785","2.066"
EnterprisesValueRevenueRatio,"4.478","3.943","3.317","2.941","2.064","1.509","0.602","0.85"
EnterprisesValueEBITDARatio,"5.927","5.218","4.319","3.919","3.03","2.448","0.848","1.281"
